P1 winrate , P1 wins ,   games , stars and ships
1.000      ,     3.0 ,       3 , (b3 y3 g3) (b2 r2 g3)
1.000      ,     3.0 ,       3 , (g3 r2 b3) (b1 r2 g3)
1.000      ,     4.0 ,       4 , (b1 y2 g3) (b1 y3 g3)
1.000      ,     4.0 ,       4 , (b2 r1 g3) (g2 y1 b3)
1.000      ,     4.0 ,       4 , (b2 r2 g3) (b2 y1 g3)
1.000      ,     4.0 ,       4 , (b2 r2 g3) (b3 g2 y3)
1.000      ,     4.0 ,       4 , (b2 r3 g3) (b1 g2 r3)
1.000      ,     4.0 ,       4 , (b2 r3 g3) (b2 g1 r3)
1.000      ,     4.0 ,       4 , (b2 r3 g3) (b2 r3 g3)
1.000      ,     4.0 ,       4 , (b2 y3 g3) (b3 g1 y3)
1.000      ,     4.0 ,       4 , (b3 g2 y3) (b1 g2 y3)
1.000      ,     4.0 ,       4 , (b3 r1 g3) (b2 g1 y3)
1.000      ,     4.0 ,       4 , (b3 r1 g3) (b3 g2 r3)
1.000      ,     4.0 ,       4 , (b3 y1 g3) (b2 y1 g3)
1.000      ,     4.0 ,       4 , (b3 y3 g3) (b1 y1 g3)
1.000      ,     5.0 ,       5 , (b1 y2 g3) (b3 g1 y3)
1.000      ,     5.0 ,       5 , (b2 r1 g3) (b1 g3 r3)
1.000      ,     6.0 ,       6 , (b2 y3 g3) (b3 y2 g3)
1.000      ,     6.0 ,       6 , (b3 y3 g3) (b1 r2 g3)
1.000      ,     7.0 ,       7 , (b3 y3 g3) (b2 y3 g3)
1.000      ,     8.0 ,       8 , (b3 r2 g3) (b2 g1 y3)
